Directory,Original ADR Text,Approx Match - Standard Code,Approx Match - Standard Text,Approx Match - SCT Text,Approx Match - Fuzzy Similarity,Embedding Match - Standard Code,Embedding Match - Standard Text,Embedding Match - SCT Text,Embedding Match - Cosine Similarity
LIPITOR.386,cramps,250082003,Hand cramps,cramps in hands,57,250082003,Hand cramps,cramps in hands,0.7436
LIPITOR.386,pain,29857009,Chest pain,pain in chest,47,102556003,Pain in upper limb,pain in my arms,0.616
LIPITOR.372,side effects,22298006,Myocardial infarction,heart attack,25,22298006,Myocardial infarction,heart attack,0.3436
LIPITOR.524,Unbearable,62315008,Diarrhoea,Diarrhea,33,62315008,Diarrhoea,Diarrhea,0.2904
LIPITOR.716,side affect,3877011000036101,Lipitor,Lipitor,22,3877011000036101,Lipitor,Lipitor,0.2076
LIPITOR.716,reaction,3877011000036101,Lipitor,Lipitor,27,3877011000036101,Lipitor,Lipitor,0.2997
LIPITOR.456,severe calf pain,76948002,Severe pain,severe calf pain,100,76948002,Severe pain,severe calf pain,1.0
LIPITOR.663,side-effects,22298006,Myocardial infarction,mild heart attack,28,22298006,Myocardial infarction,heart attack,0.3473
LIPITOR.663,back,161891005,Backache,back pain,62,161891005,Backache,back pain,0.4783
LIPITOR.663,pain,161891005,Backache,back pain,62,161891005,Backache,back pain,0.6126
LIPITOR.663,tiredness,224960004,Tired,tiredness is at a high level,49,224960004,Tired,tiredness is at a high level,0.7899
ARTHROTEC.33,side effect,224960004,Tired,tired,25,224960004,Tired,tired,0.3315
LIPITOR.836,diarreah,62315008,Diarrhoea,diarreah,100,62315008,Diarrhoea,diarreah,1.0
LIPITOR.836,aches,68962001,Myalgia,Muscle aches & pains,40,68962001,Myalgia,Muscle aches & pains,0.6112
LIPITOR.836,pains,68962001,Myalgia,Muscle aches & pains,40,68962001,Myalgia,Muscle aches & pains,0.7092
LIPITOR.836,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
LIPITOR.836,side effects,68962001,Myalgia,Muscle aches & pains,31,84229001,Fatigue,fatigue,0.2675
LIPITOR.800,side effects,247994001,Noise intolerance,noise intolerance,34,25064002,Headache,headaches,0.4086
LIPITOR.800,side effects,247994001,Noise intolerance,noise intolerance,34,25064002,Headache,headaches,0.4086
LIPITOR.800,side effects,247994001,Noise intolerance,noise intolerance,34,25064002,Headache,headaches,0.4086
LIPITOR.800,build-up effects,193462001,Insomnia,Mild insomnia,34,3877011000036101,Lipitor,Lipitor,0.3054
LIPITOR.236,numb,309521004,Numbness of hand,Hands numb,57,309521004,Numbness of hand,Hands numb,0.7993
LIPITOR.236,severe pain,22253000,Pain,pain,53,22253000,Pain,pain,0.7345
LIPITOR.236,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.838,side effects,203095000,Spasm of back muscles,severe back spasms,40,61387006,Moderate anxiety,Extreme anxiety,0.308
LIPITOR.652,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.652,diziness,404640003,Dizziness,diziness,100,404640003,Dizziness,diziness,1.0
LIPITOR.652,trembling,267079009,Trembles,trembling,100,267079009,Trembles,trembling,1.0
LIPITOR.652,poisened,286641001,Moody,moodiness,47,267079009,Trembles,trembling,0.3272
LIPITOR.699,flatulance,267052005,Flatulence/wind,mild flatulance,80,267052005,Flatulence/wind,mild flatulance,0.8517
ARTHROTEC.56,cramps,55300003,Muscle cramp,cramps,100,55300003,Muscle cramp,cramps,1.0
ARTHROTEC.56,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
ARTHROTEC.56,heavy bleeding,131148009,Bleeding,heavy bleeding,100,131148009,Bleeding,heavy bleeding,1.0
LIPITOR.606,soreness,267031002,Tiredness symptom,tiredness,71,68962001,Myalgia,soreness in muscles,0.8004
LIPITOR.606,tiredness,267031002,Tiredness symptom,tiredness,100,267031002,Tiredness symptom,tiredness,1.0
LIPITOR.898,SEVERE muscle pain,288231001,Myalgia/myositis - lower leg,leg muscle inflamed,59,76948002,Severe pain,SEVERE muscle pain - especially in lower calfs of both legs,0.7279
CATAFLAM.8,sun sensitivity,258155009,Photosensitisation due to sun,sun sensitivity,100,258155009,Photosensitisation due to sun,sun sensitivity,1.0
LIPITOR.291,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.291,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
LIPITOR.291,side effects,26544005,Muscle weakness,Muscle weakness,44,422587007,Nausea,nausea,0.4999
LIPITOR.601,side affects,124054003,Increased cholesterol esters,high cholesterol,29,124054003,Increased cholesterol esters,high cholesterol,0.2238
ARTHROTEC.67,crankiness,274646000,Irritability and anger,crankiness and irritability,54,274646000,Irritability and anger,crankiness and irritability,0.7999
ARTHROTEC.67,irritability,274646000,Irritability and anger,crankiness and irritability,62,274646000,Irritability and anger,crankiness and irritability,0.7375
ARTHROTEC.67,side effects,63102001,Visual disturbance,visual disturbances,26,22253000,Pain,pain,0.3189
LIPITOR.862,side effects,248096004,Lack of libido,lack of sex drive,28,248096004,Lack of libido,lack of sex drive,0.2372
LIPITOR.405,side effects,449917004,Cramp in lower limb,leg cramps,36,68962001,Myalgia,muscle pain,0.2765
ARTHROTEC.58,redness,21779011000036103,cortisone,cortisone shot,38,418290006,Itching,itching,0.3192
ARTHROTEC.58,swelling,418290006,Itching,itching,40,30989003,Knee pain,knee pain,0.5117
ARTHROTEC.58,itching,418290006,Itching,itching,100,418290006,Itching,itching,1.0
ARTHROTEC.60,bled,131148009,Bleeding,Bleeding,67,131148009,Bleeding,bled heavily,0.8434
ARTHROTEC.60,Bleeding,131148009,Bleeding,Bleeding,100,131148009,Bleeding,Bleeding,1.0
ARTHROTEC.60,clotting,131148009,Bleeding,Bleeding,50,131148009,Bleeding,Bleeding,0.632
ARTHROTEC.60,rash,271807003,Rash,rash on my wrist,40,271807003,Rash,rash on my wrist,0.6318
ARTHROTEC.60,wrist,271807003,Rash,rash on my wrist,48,271807003,Rash,rash on my wrist,0.5208
ARTHROTEC.60,side effects,131148009,Bleeding,bled heavily,25,271681002,Stomach ache,stomach pain,0.2704
ARTHROTEC.60,reaction,271681002,Stomach ache,stomach pain,40,131148009,Bleeding,Bleeding,0.266
ARTHROTEC.94,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
LIPITOR.891,gums,70346000,Gingival oedema,gums swelling,47,70346000,Gingival oedema,gums swelling,0.63
LIPITOR.891,swelling,70346000,Gingival oedema,gums swelling,76,70346000,Gingival oedema,gums swelling,0.6836
LIPITOR.891,visual,7973008,Abnormal vision,visual anomalies,55,7973008,Abnormal vision,visual anomalies,0.4848
LIPITOR.891,anomalies,7973008,Abnormal vision,visual anomalies,72,7973008,Abnormal vision,visual anomalies,0.7653
LIPITOR.891,numbness,44077006,Numbness,numbness in muscles,59,44077006,Numbness,numbness in muscles,0.7951
LIPITOR.891,muscles,44077006,Numbness,numbness in muscles,54,44077006,Numbness,numbness in muscles,0.437
LIPITOR.891,sore,162397003,Pain in throat,sore throat,53,162397003,Pain in throat,sore throat,0.6085
LIPITOR.891,soreness,162397003,Pain in throat,sore throat,42,162397003,Pain in throat,sore throat,0.657
LIPITOR.891,mucous,21417011000036105,fenofibrate,tricor,33,162397003,Pain in throat,sore throat,0.4007
LIPITOR.891,membrane,449917004,Cramp in lower limb,cramps in legs,36,3877011000036101,Lipitor,lipitor,0.5147
LIPITOR.891,areas,162397003,Pain in throat,sore throat,38,7973008,Abnormal vision,visual anomalies,0.1938
LIPITOR.495,side effects,55300003,Muscle cramp,severe muscle spasms,38,22253000,Pain,pain,0.3189
LIPITOR.495,severe muscle spasms,55300003,Muscle cramp,severe muscle spasms,100,55300003,Muscle cramp,severe muscle spasms,1.0
LIPITOR.495,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.495,excruciating pain,67849003,Excruciating pain,excruciating pain,100,67849003,Excruciating pain,excruciating pain,1.0
LIPITOR.230,side-effects,193462001,Insomnia,Sleeplessness,40,419723007,Mentally dull,foggy-headedness,0.3103
LIPITOR.492,severe,25064002,Headache,severe headache,57,25064002,Headache,severe headache,0.5379
LIPITOR.492,side,386705008,Lightheadedness,light headed,38,25064002,Headache,headache,0.3123
LIPITOR.492,effect,53458011000036102,Aleve,Aleve,36,26079004,Tremor,shaky,0.344
LIPITOR.206,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.662,muscle/joint pain,267953003,Arthralgia of the lower leg,calves joint pain in,70,267953003,Arthralgia of the lower leg,joint pain in legs,0.8163
LIPITOR.662,pain,22253000,Pain,pain so bad,53,22253000,Pain,pain so bad,0.7991
ARTHROTEC.32,severe abdominal pain,76948002,Severe pain,severe abdominal pain,100,76948002,Severe pain,severe abdominal pain,1.0
ARTHROTEC.32,bruises,125667009,Contusion,bruises,100,125667009,Contusion,bruises,1.0
LIPITOR.239,afterpain,22253000,Pain,afterpain,100,22253000,Pain,afterpain,1.0
LIPITOR.239,sore,22253000,Pain,sore,100,22253000,Pain,sore,1.0
LIPITOR.239,pain,22253000,Pain,afterpain,62,22253000,Pain,sore,0.6821
LIPITOR.691,side effects,161882006,Stiff neck,stiff neck,55,22253000,Pain,pain,0.3189
LIPITOR.457,muscle,68962001,Myalgia,bad muscle pains,55,68962001,Myalgia,bad muscle pains,0.4726
LIPITOR.457,terrible,56265001,Heart disease,heart problems,55,363346000,Malignant neoplastic disease,CANCER,0.2705
LIPITOR.457,constipation,14760008,Constipation,constipation,100,14760008,Constipation,constipation,1.0
LIPITOR.457,bad,68962001,Myalgia,bad muscle pains,32,363346000,Malignant neoplastic disease,CANCER,0.2833
LIPITOR.457,muscle,68962001,Myalgia,bad muscle pains,55,68962001,Myalgia,bad muscle pains,0.4726
LIPITOR.830,side effects,8357008,Reduced libido,taking one's appetite for sex away,26,8357008,Reduced libido,taking one's appetite for sex away,0.2118
LIPITOR.468,weakness,267036007,Dyspnoea,breathlessness,55,309774006,Weakness of limb,weakness in both arms,0.6813
LIPITOR.468,jittery,424196004,Nervousness,jittery,100,424196004,Nervousness,jittery,1.0
LIPITOR.468,tingly,62507009,Pins and needles,tingly,100,62507009,Pins and needles,tingly,1.0
LIPITOR.468,itchy,418290006,Itching,itchy,100,418290006,Itching,itchy,1.0
ARTHROTEC.35,side affects,422587007,Nausea,Nausea,33,422587007,Nausea,Nausea,0.4349
ARTHROTEC.35,nauseous,422587007,Nausea,nauseous,100,422587007,Nausea,nauseous,1.0
ARTHROTEC.95,diarrhoea,62315008,Diarrhoea,diarrhoea,100,62315008,Diarrhoea,diarrhoea,1.0
ARTHROTEC.95,swelling,65124004,Swelling,swelling,100,65124004,Swelling,swelling,1.0
ARTHROTEC.61,side effects,162076009,Excessive upper gastrointestinal gas,gas,13,22253000,Pain,pain,0.3189
ARTHROTEC.61,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
ARTHROTEC.61,side effects,162076009,Excessive upper gastrointestinal gas,gas,13,22253000,Pain,pain,0.3189
LIPITOR.631,poison,162031009,Indigestion,indigestion,47,162031009,Indigestion,indigestion,0.364
ARTHROTEC.66,slight nausea,422587007,Nausea,slight nausea,100,422587007,Nausea,slight nausea,1.0
LIPITOR.404,side effects,3877011000036101,Lipitor,Lipitor,21,3877011000036101,Lipitor,Lipitor,0.2098
ARTHROTEC.59,pruritus ani,90446007,Pruritus ani,pruritus ani,100,90446007,Pruritus ani,pruritus ani,1.0
ARTHROTEC.59,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
ARTHROTEC.59,pruritus,418363000,Itching of skin,pruritus,100,418363000,Itching of skin,pruritus,1.0
CATAFLAM.9,gassy abdominal cramping,162076009,Excessive upper gastrointestinal gas,gassy abdominal cramping,100,162076009,Excessive upper gastrointestinal gas,gassy abdominal cramping,1.0
LIPITOR.852,side effects,161891005,Backache,Slight muscle aches in my back,29,161891005,Backache,Slight muscle aches in my back,0.1909
LIPITOR.297,muscel pain,68962001,Myalgia,muscel pain,100,68962001,Myalgia,muscel pain,1.0
LIPITOR.899,side effects,68962001,Myalgia,muscle aches,42,68962001,Myalgia,muscle aches,0.3099
LIPITOR.899,side effects,68962001,Myalgia,muscle aches,42,68962001,Myalgia,muscle aches,0.3099
LIPITOR.899,side effects,68962001,Myalgia,muscle aches,42,68962001,Myalgia,muscle aches,0.3099
LIPITOR.263,Side effects,35489007,Depression,depressed,38,82991003,Generalised aches and pains,Aches and pains,0.3023
LIPITOR.263,Bad side effects,419723007,Mentally dull,diminished mental acuity,35,82991003,Generalised aches and pains,Aches and pains,0.32
ARTHROTEC.68,nausea,422587007,Nausea,light nausea,67,422587007,Nausea,light nausea,0.7964
LIPITOR.816,ZONED,76948002,Severe pain,EXTREME PAIN IN NECK,16,48167000,Amnesia,MEMORY LOSS,0.1662
LIPITOR.816,OUT,162059005,Upset stomach,SICK TO MY STOMACH,19,48167000,Amnesia,MEMORY LOSS,0.239
LIPITOR.816,SICK,162059005,Upset stomach,SICK TO MY STOMACH,36,162059005,Upset stomach,SICK TO MY STOMACH,0.6896
LIPITOR.816,MY,48167000,Amnesia,MEMORY LOSS,31,162059005,Upset stomach,SICK TO MY STOMACH,0.3223
LIPITOR.816,STOMACH,162059005,Upset stomach,SICK TO MY STOMACH,56,162059005,Upset stomach,SICK TO MY STOMACH,0.6167
LIPITOR.218,side effects,166643006,Liver enzymes abnormal,elevated liver enzymes,35,166643006,Liver enzymes abnormal,elevated liver enzymes,0.228
LIPITOR.688,excrutiation pain,67849003,Excruciating pain,excrutiation pain throughout my entire body,57,67849003,Excruciating pain,excrutiation pain throughout my entire body,0.8435
ARTHROTEC.9,vomitting,422400008,Vomiting,vomitting,100,422400008,Vomiting,vomitting,1.0
ARTHROTEC.9,sick,39104002,Illness,sick,100,39104002,Illness,sick,1.0
ARTHROTEC.9,sickness,39104002,Illness,sickness,100,39104002,Illness,sickness,1.0
ARTHROTEC.9,sickness,39104002,Illness,sickness,100,39104002,Illness,sickness,1.0
ARTHROTEC.9,sickness,39104002,Illness,sickness,100,39104002,Illness,sickness,1.0
ARTHROTEC.9,EXTREME nausea,422587007,Nausea,EXTREME nausea,100,422587007,Nausea,EXTREME nausea,1.0
LIPITOR.811,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.482,muscle pain,76948002,Severe pain,severe muscle pain,76,76948002,Severe pain,severe muscle pain,0.9091
LIPITOR.482,twitching,249966004,Spasmodic movement,twitching,100,249966004,Spasmodic movement,twitching,1.0
LIPITOR.482,twitching,249966004,Spasmodic movement,twitching,100,249966004,Spasmodic movement,twitching,1.0
LIPITOR.482,muscle aches,288231001,Myalgia/myositis - lower leg,muscle aches in my legs,69,288231001,Myalgia/myositis - lower leg,muscle aches in my legs,0.8604
LIPITOR.8,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.8,side effects,68962001,Myalgia,muscle aches,42,22253000,Pain,pain,0.3189
LIPITOR.8,side effects,68962001,Myalgia,muscle aches,42,22253000,Pain,pain,0.3189
LIPITOR.8,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
LIPITOR.8,muscle aches,68962001,Myalgia,muscle aches,100,68962001,Myalgia,muscle aches,1.0
LIPITOR.8,uncomfortable,48167000,Amnesia,Memory loss,33,22253000,Pain,pain,0.594
LIPITOR.476,sedation,17971005,Sedated,sedation,100,17971005,Sedated,sedation,1.0
LIPITOR.229,swelling,65124004,Swelling,swelling,100,65124004,Swelling,swelling,1.0
LIPITOR.229,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.1,similiar side-effects,47933007,Foot pain,pain in feet,36,84229001,Fatigue,fatigue,0.2426
LIPITOR.686,side effects,73595000,Stress,stress,33,22298006,Myocardial infarction,heart attack,0.3436
LIPITOR.216,crippling,22253000,Pain,pain,46,22253000,Pain,pain,0.284
LIPITOR.216,severe,166830008,Serum cholesterol raised,cholesterol high,27,22253000,Pain,pain,0.4875
LIPITOR.216,insomina,193462001,Insomnia,insomina,100,193462001,Insomnia,insomina,1.0
LIPITOR.216,blurred,247640008,Unable to think clearly,blurred thinking,61,247640008,Unable to think clearly,blurred thinking,0.7235
LIPITOR.216,thinking,247640008,Unable to think clearly,blurred thinking,67,247640008,Unable to think clearly,blurred thinking,0.7008
LIPITOR.478,painful,57676002,Arthralgia,painful joints,67,68962001,Myalgia,painful muscles,0.6224
LIPITOR.478,side,309774006,Weakness of limb,arms weak,31,309774006,Weakness of limb,arms weak,0.2452
LIPITOR.478,effects,57676002,Arthralgia,painful joints,29,3877011000036101,Lipitor,Lipitor,0.3291
LIPITOR.6,severe,73595000,Stress,stress,50,22253000,Pain,pain,0.4875
LIPITOR.6,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
DICLOFENAC-SODIUM.7,side effects,162059005,Upset stomach,stomach upset,32,162059005,Upset stomach,stomach upset,0.3123
DICLOFENAC-SODIUM.7,bleeding,131148009,Bleeding,bleeding,100,131148009,Bleeding,bleeding,1.0
DICLOFENAC-SODIUM.7,peritonitis,48661000,Peritonitis,peritonitis,100,48661000,Peritonitis,peritonitis,1.0
DICLOFENAC-SODIUM.7,septicaemia,10001005,Bacterial sepsis,septicaemia,100,10001005,Bacterial sepsis,septicaemia,1.0
DICLOFENAC-SODIUM.7,renal,131148009,Bleeding,bleeding,31,48661000,Peritonitis,peritonitis,0.3687
DICLOFENAC-SODIUM.7,respiratory failure,9829001,Gastric ulcer with perforation,perforated ulcer,40,10001005,Bacterial sepsis,septicaemia,0.3181
LIPITOR.675,side-effects,80449002,Muscle fatigue,Extreme muscle fatigue,29,3877011000036101,Lipitor,Lipitor,0.2236
LIPITOR.413,side effects,29857009,Chest pain,intense chest pains,39,18963009,Mood swings,mood swings,0.3667
LIPITOR.413,symptoms,3877011000036101,Lipitor,lipitor,40,29857009,Chest pain,intense chest pains,0.4027
ARTHROTEC.71,fainting,271594007,Syncope,fainting,100,271594007,Syncope,fainting,1.0
ARTHROTEC.85,side effects,45979003,Abdominal wind pain,massive gas cramps,40,404640003,Dizziness,Dizziness,0.3605
ARTHROTEC.85,Dizziness,404640003,Dizziness,Dizziness,100,404640003,Dizziness,Dizziness,1.0
ARTHROTEC.85,faintness,271594007,Syncope,faintness,100,271594007,Syncope,faintness,1.0
ARTHROTEC.85,disorientation,62476001,Disorientated,disorientation,100,62476001,Disorientated,disorientation,1.0
LIPITOR.242,anxiety,48694002,Anxiety,ANXIETY,100,48694002,Anxiety,ANXIETY,1.0
LIPITOR.242,hopelessness,307077003,Feeling hopeless,hopelessness,100,307077003,Feeling hopeless,hopelessness,1.0
LIPITOR.242,lonliness,267076002,Feeling lonely,lonliness,100,267076002,Feeling lonely,lonliness,1.0
LIPITOR.242,self loathing,225508006,Poor self-image,self loathing,100,225508006,Poor self-image,self loathing,1.0
LIPITOR.242,depressed,35489007,Depression,depressed,100,35489007,Depression,depressed,1.0
LIPITOR.242,Gas,162076009,Excessive upper gastrointestinal gas,Gas,100,162076009,Excessive upper gastrointestinal gas,Gas,1.0
LIPITOR.242,Constipation,14760008,Constipation,Constipation,100,14760008,Constipation,Constipation,1.0
LIPITOR.242,EXTREME FATIGUE,84229001,Fatigue,FATIGUE,64,84229001,Fatigue,FATIGUE,0.8894
LIPITOR.242,bloating,248490000,Bloating symptom,bloating,100,248490000,Bloating symptom,bloating,1.0
LIPITOR.242,diaharrea,62315008,Diarrhoea,diaharrea,100,62315008,Diarrhoea,diaharrea,1.0
ARTHROTEC.82,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
ARTHROTEC.82,trembling,267079009,Trembles,trembling,100,267079009,Trembles,trembling,1.0
ARTHROTEC.82,dizziness,404640003,Dizziness,dizziness,100,404640003,Dizziness,dizziness,1.0
ARTHROTEC.82,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
ARTHROTEC.82,adverse reaction,266599000,Dysmenorrhoea,severe menstual pain,50,422400008,Vomiting,vomiting,0.491
ARTHROTEC.82,side effect,76948002,Severe pain,pain severe,36,422587007,Nausea,nausea,0.4833
ARTHROTEC.82,severe,76948002,Severe pain,pain severe,71,76948002,Severe pain,pain severe,0.7535
LIPITOR.887,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
LIPITOR.887,indigestion,162031009,Indigestion,indigestion,100,162031009,Indigestion,indigestion,1.0
LIPITOR.887,reflux,698065002,Acid reflux,acid reflux,71,698065002,Acid reflux,acid reflux,0.9489
LIPITOR.887,medicine,250991000119100,Stumbling gait,stumbeling,44,3723001,Arthritis,arthritis,0.4715
LIPITOR.887,damage,162031009,Indigestion,indigestion,35,162076009,Excessive upper gastrointestinal gas,gas,0.3474
LIPITOR.887,permenant,34840004,Tendonitis,tendonitis,42,40917007,Confusion,confusion,0.2832
LIPITOR.887,faith,3723001,Arthritis,arthritis,43,40917007,Confusion,confusion,0.2719
LIPITOR.289,Nausea,422587007,Nausea,Nausea,100,422587007,Nausea,Nausea,1.0
LIPITOR.289,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
LIPITOR.289,chest pain,29857009,Chest pain,chest pain,100,29857009,Chest pain,chest pain,1.0
LIPITOR.289,side effects,55300003,Muscle cramp,muscle spasms,32,422587007,Nausea,Nausea,0.4999
LIPITOR.289,side effects,55300003,Muscle cramp,muscle spasms,32,422587007,Nausea,Nausea,0.4999
LIPITOR.289,side effects,55300003,Muscle cramp,muscle spasms,32,422587007,Nausea,Nausea,0.4999
LIPITOR.873,zombie-like doped up state,301676004,Unable to get off a bed,unable to get out of bed,40,7011001,Hallucinations,halucinations during day,0.2162
LIPITOR.873,hallucinations,7011001,Hallucinations,halucinations during day,68,7011001,Hallucinations,halucinations during day,0.7178
LIPITOR.873,terrible number,77692006,Hypersomnia,excessive sleep requirements,37,35489007,Depression,depression,0.2501
LIPITOR.873,drugs,35489007,Depression,depression,40,35489007,Depression,depression,0.4983
LIPITOR.422,sore,81680005,Neck pain,very sore neck,44,68962001,Myalgia,sore weak muscles,0.5695
LIPITOR.422,weak,68962001,Myalgia,sore weak muscles,38,68962001,Myalgia,sore weak muscles,0.4847
LIPITOR.422,muscles,68962001,Myalgia,sore weak muscles,58,68962001,Myalgia,sore weak muscles,0.5619
LIPITOR.422,harm,278040002,Loss of hair,hair loss,46,81680005,Neck pain,neck pain,0.2682
LIPITOR.617,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.617,symptoms,3877011000036101,Lipitor,Lipitor,40,202609006,Clicking knee,weird symptoms (eg. popping) in knee,0.4533
LIPITOR.273,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.273,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.273,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.842,tired,21417011000036105,fenofibrate,Tricor,55,84229001,Fatigue,fatigue,0.7206
ARTHROTEC.47,muscle cramps,55300003,Muscle cramp,cramps,63,250084002,Cramp in calf,muscle cramps in my calf muscles,0.8596
ARTHROTEC.47,cramps,55300003,Muscle cramp,cramps,100,55300003,Muscle cramp,cramps,1.0
ARTHROTEC.47,Charlie Horses,54981004,Charleyhorse,Charlie Horses,100,54981004,Charleyhorse,Charlie Horses,1.0
ARTHROTEC.1,weird,367391008,Malaise,feel a bit weird,48,367391008,Malaise,feel a bit weird,0.5535
ARTHROTEC.24,severe vaginal cramps,79012001,Vaginospasm,severe vaginal cramps,100,79012001,Vaginospasm,severe vaginal cramps,1.0
LIPITOR.821,decreased libido,8357008,Reduced libido,decreased libido,100,8357008,Reduced libido,decreased libido,1.0
LIPITOR.821,regular dioreaha,62315008,Diarrhoea,dioreaha,67,62315008,Diarrhoea,dioreaha,0.8276
LIPITOR.821,muscle pain,161891005,Backache,muscle pain in back,73,161891005,Backache,muscle pain in back,0.8151
LIPITOR.821,shoulder blades,288226003,Myalgia/myositis - shoulder,muscle pain just below shoulder blades,57,288226003,Myalgia/myositis - shoulder,muscle pain just below shoulder blades,0.5942
LIPITOR.821,headaches,25064002,Headache,headaches,100,25064002,Headache,headaches,1.0
LIPITOR.821,tired,162076009,Excessive upper gastrointestinal gas,gets tired a lot,48,162076009,Excessive upper gastrointestinal gas,gets tired a lot,0.7367
LIPITOR.7,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
LIPITOR.7,joint pain,57676002,Arthralgia,joint pain,100,57676002,Arthralgia,joint pain,1.0
LIPITOR.210,severe weaknesses,309774006,Weakness of limb,weaknesses in my legs,53,309774006,Weakness of limb,weaknesses in my legs,0.5489
LIPITOR.210,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.210,worse side effects,309774006,Weakness of limb,weaknesses in my legs,41,309774006,Weakness of limb,weaknesses in my legs,0.312
LIPITOR.446,side effects,288227007,Myalgia/myositis - upper arm,muscle pain in my biceps,28,3877011000036101,Lipitor,lipitor,0.2098
DICLOFENAC-SODIUM.6,side effects,271782001,Drowsy,drowsiness,36,271782001,Drowsy,drowsiness,0.3343
DICLOFENAC-SODIUM.6,drowsiness,271782001,Drowsy,drowsiness,100,271782001,Drowsy,drowsiness,1.0
DICLOFENAC-SODIUM.6,grogginess,102897001,Feeling intoxicated,grogginess,100,102897001,Feeling intoxicated,grogginess,1.0
DICLOFENAC-SODIUM.6,memory loss,48167000,Amnesia,memory loss,100,48167000,Amnesia,memory loss,1.0
FLECTOR.1,puffiness,65124004,Swelling,puffiness,100,65124004,Swelling,puffiness,1.0
ARTHROTEC.23,cramping,55300003,Muscle cramp,excessive cramping,62,55300003,Muscle cramp,excessive cramping,0.8472
ARTHROTEC.23,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
ARTHROTEC.23,shortness,267036007,Dyspnoea,shortness of breath,64,267036007,Dyspnoea,shortness of breath,0.5893
ARTHROTEC.23,breath,267036007,Dyspnoea,shortness of breath,48,267036007,Dyspnoea,shortness of breath,0.6165
ARTHROTEC.23,dizzy,404640003,Dizziness,dizzy,100,404640003,Dizziness,dizzy,1.0
ARTHROTEC.23,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
ARTHROTEC.23,unconsolable,267036007,Dyspnoea,shortness of breath,39,22253000,Pain,pain,0.3198
ARTHROTEC.6,pain relief,22253000,Pain,pain,53,22253000,Pain,pain,0.7476
ARTHROTEC.6,side effects,422587007,Nausea,slight nausea,32,422587007,Nausea,slight nausea,0.5218
DICLOFENAC-SODIUM.1,side effects,224960004,Tired,tired,24,22253000,Pain,pain,0.3189
LIPITOR.673,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.217,side-effects,68566005,Urinary tract infection,urinery tract infection,34,22253000,Pain,pain,0.3417
LIPITOR.217,side effects,68566005,Urinary tract infection,urinery tract infection,40,22253000,Pain,pain,0.3189
LIPITOR.687,cramping,250084002,Cramp in calf,cramping of the calf muscles,44,250084002,Cramp in calf,cramping of the calf muscles,0.7186
LIPITOR.687,INFLAMMATORY muscle weakness & degeneration,26544005,Muscle weakness,INFLAMMATORY muscle weakness & degeneration,100,26544005,Muscle weakness,INFLAMMATORY muscle weakness & degeneration,1.0
ARTHROTEC.15,diahrea,62315008,Diarrhoea,diahrea,100,62315008,Diarrhoea,diahrea,1.0
ARTHROTEC.15,side effects,267039000,Swollen ankle,ankle swelling,23,22253000,Pain,pain,0.3189
