Filename,Original ADR Text,Approx Match - Standard Code,Approx Match - Standard Text,Approx Match - SCT Text,Approx Match - Fuzzy Similarity,Embedding Match - Standard Code,Embedding Match - Standard Text,Embedding Match - SCT Text,Embedding Match - Cosine Similarity
LIPITOR.111.ann,Hair loss,278040002,Loss of hair,Hair loss,100,278040002,Loss of hair,Hair loss,1.0
LIPITOR.111.ann,insomnia,193462001,Insomnia,insomnia,100,193462001,Insomnia,insomnia,1.0
LIPITOR.111.ann,tinnitus,60862001,Tinnitus,tinnitus,100,60862001,Tinnitus,tinnitus,1.0
LIPITOR.111.ann,dysphagia,40739000,Dysphagia,dysphagia,100,40739000,Dysphagia,dysphagia,1.0
LIPITOR.111.ann,Feet hurt,47933007,Foot pain,Feet hurt,100,47933007,Foot pain,Feet hurt,1.0
LIPITOR.676.ann,body stiffness,271587009,Stiffness,body stiffness,100,271587009,Stiffness,body stiffness,1.0
LIPITOR.676.ann,joint pain,57676002,Arthralgia,joint pain,100,57676002,Arthralgia,joint pain,1.0
LIPITOR.110.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.110.ann,Neuropathy,386033004,Neuropathy,Neuropathy,100,386033004,Neuropathy,Neuropathy,1.0
LIPITOR.110.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.110.ann,Loss of energy,248274002,Lack of energy,Loss of energy,100,248274002,Lack of energy,Loss of energy,1.0
LIPITOR.110.ann,Difficulty speaking,47004009,Dysphonia,Difficulty speaking,100,47004009,Dysphonia,Difficulty speaking,1.0
LIPITOR.110.ann,Difficulty thinking,247640008,Unable to think clearly,Difficulty thinking,100,247640008,Unable to think clearly,Difficulty thinking,1.0
LIPITOR.110.ann,Disturbed sleep patterns,26677001,Sleep pattern disturbance,Disturbed sleep patterns,100,26677001,Sleep pattern disturbance,Disturbed sleep patterns,1.0
LIPITOR.110.ann,Difficulty urinating,267064002,Urinary retention,Difficulty urinating,100,267064002,Urinary retention,Difficulty urinating,1.0
LIPITOR.110.ann,Increase in blood pressure,24184005,Finding of increased blood pressure,Increase in blood pressure,100,24184005,Finding of increased blood pressure,Increase in blood pressure,1.0
LIPITOR.110.ann,lack of sexual desire,248096004,Lack of libido,lack of sexual desire,100,248096004,Lack of libido,lack of sexual desire,1.0
LIPITOR.110.ann,Less muscle mass,88092000,Muscle atrophy,Less muscle mass,100,88092000,Muscle atrophy,Less muscle mass,1.0
LIPITOR.110.ann,Decreased energy,248274002,Lack of energy,Decreased energy,100,248274002,Lack of energy,Decreased energy,1.0
LIPITOR.110.ann,constant lethargy,214264003,Lethargy,constant lethargy,100,214264003,Lethargy,constant lethargy,1.0
LIPITOR.110.ann,debilitating,13791008,Asthenia,debilitating,100,13791008,Asthenia,debilitating,1.0
LIPITOR.110.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.104.ann,burning,90673000,Burning sensation,burning,100,90673000,Burning sensation,burning,1.0
LIPITOR.104.ann,numb,44077006,Numbness,numb,100,44077006,Numbness,numb,1.0
LIPITOR.104.ann,Joint pain,57676002,Arthralgia,Joint pain,100,57676002,Arthralgia,Joint pain,1.0
LIPITOR.662.ann,muscle pain in legs,288231001,Myalgia/myositis - lower leg,muscle pain in legs,100,288231001,Myalgia/myositis - lower leg,muscle pain in legs,1.0
LIPITOR.662.ann,joint pain in legs,267953003,Arthralgia of the lower leg,joint pain in legs,100,267953003,Arthralgia of the lower leg,joint pain in legs,1.0
LIPITOR.662.ann,muscle pain in thighs,288230000,Myalgia/myositis -pelvis/thigh,muscle pain in thighs,100,288230000,Myalgia/myositis -pelvis/thigh,muscle pain in thighs,1.0
LIPITOR.662.ann,calves muscle pain in,300954003,Pain in calf,calves muscle pain in,100,300954003,Pain in calf,calves muscle pain in,1.0
LIPITOR.662.ann,joint pain in thighs,49218002,Hip pain,joint pain in thighs,100,49218002,Hip pain,joint pain in thighs,1.0
LIPITOR.662.ann,calves joint pain in,267953003,Arthralgia of the lower leg,calves joint pain in,100,267953003,Arthralgia of the lower leg,calves joint pain in,1.0
LIPITOR.662.ann,pain so bad,22253000,Pain,pain so bad,100,22253000,Pain,pain so bad,1.0
LIPITOR.892.ann,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.892.ann,short term memory,68962001,Myalgia,muscle pain,21,68962001,Myalgia,muscle pain,0.0353
VOLTAREN.1.ann,Heartburn,16331000,Heartburn,Heartburn,100,16331000,Heartburn,Heartburn,1.0
VOLTAREN.1.ann,stomach upset,162059005,Upset stomach,stomach upset,100,162059005,Upset stomach,stomach upset,1.0
LIPITOR.138.ann,numb,44077006,Numbness,numb,100,44077006,Numbness,numb,1.0
LIPITOR.138.ann,painful,22253000,Pain,painful,100,22253000,Pain,painful,1.0
LIPITOR.138.ann,nerve damage,57182000,Nerve injury,nerve damage,100,57182000,Nerve injury,nerve damage,1.0
LIPITOR.138.ann,permanent nerve damage to my feet,57182000,Nerve injury,permanent nerve damage to my feet,100,57182000,Nerve injury,permanent nerve damage to my feet,1.0
LIPITOR.138.ann,severe leg cramping,449917004,Cramp in lower limb,severe leg cramping,100,449917004,Cramp in lower limb,severe leg cramping,1.0
LIPITOR.886.ann,severe pain in left leg,300954003,Pain in calf,severe pain in left leg,100,300954003,Pain in calf,severe pain in left leg,1.0
LIPITOR.886.ann,severe pain in buttocks,76948002,Severe pain,severe pain in buttocks,100,76948002,Severe pain,severe pain in buttocks,1.0
LIPITOR.886.ann,Sciatica like symptoms,76948002,Severe pain,severe pain in buttocks,40,300954003,Pain in calf,severe pain in left leg,0.5324
LIPITOR.886.ann,sudden onset of pain,274663001,Acute pain,sudden onset of pain,100,274663001,Acute pain,sudden onset of pain,1.0
LIPITOR.886.ann,Couldn't sleep,248255005,Cannot sleep at all,Couldn't sleep,100,248255005,Cannot sleep at all,Couldn't sleep,1.0
LIPITOR.879.ann,fluids pooling in my lower extremeties - especially my feet,43498006,Body fluid retention,fluids pooling in my lower extremeties - especially my feet,100,43498006,Body fluid retention,fluids pooling in my lower extremeties - especially my feet,1.0
LIPITOR.879.ann,general muscle soreness,162076009,Excessive upper gastrointestinal gas,general muscle soreness,100,162076009,Excessive upper gastrointestinal gas,general muscle soreness,1.0
LIPITOR.851.ann,severe pain in hips,76948002,Severe pain,severe pain in hips,100,76948002,Severe pain,severe pain in hips,1.0
LIPITOR.851.ann,severe pain in legs,76948002,Severe pain,severe pain in legs,100,76948002,Severe pain,severe pain in legs,1.0
LIPITOR.851.ann,so much pain,22253000,Pain,so much pain,100,22253000,Pain,so much pain,1.0
LIPITOR.851.ann,stiffness in both legs,225609009,Stiff legs,stiffness in both legs,100,225609009,Stiff legs,stiffness in both legs,1.0
LIPITOR.851.ann,stiffness in hips,249914008,Hip stiff,stiffness in hips,100,249914008,Hip stiff,stiffness in hips,1.0
LIPITOR.851.ann,weakness in both legs,309774006,Weakness of limb,weakness in both legs,100,309774006,Weakness of limb,weakness in both legs,1.0
LIPITOR.851.ann,weakness in hips,309774006,Weakness of limb,weakness in hips,100,309774006,Weakness of limb,weakness in hips,1.0
LIPITOR.851.ann,pain in hips,49218002,Hip pain,pain in hips,100,49218002,Hip pain,pain in hips,1.0
LIPITOR.851.ann,pain in both legs,10601006,Pain in lower limb,pain in both legs,100,10601006,Pain in lower limb,pain in both legs,1.0
LIPITOR.851.ann,limp,16973004,Limping,limp,100,16973004,Limping,limp,1.0
LIPITOR.689.ann,pains in his legs,10601006,Pain in lower limb,pains in his legs,100,10601006,Pain in lower limb,pains in his legs,1.0
LIPITOR.689.ann,weakness in his knees,309774006,Weakness of limb,weakness in his knees,100,309774006,Weakness of limb,weakness in his knees,1.0
LIPITOR.845.ann,severe pain in my legs,76948002,Severe pain,severe pain in my legs,100,76948002,Severe pain,severe pain in my legs,1.0
LIPITOR.845.ann,severe pain in my feet,76948002,Severe pain,severe pain in my feet,100,76948002,Severe pain,severe pain in my feet,1.0
LIPITOR.845.ann,decrease in muscle strength,26544005,Muscle weakness,decrease in muscle strength,100,26544005,Muscle weakness,decrease in muscle strength,1.0
LIPITOR.312.ann,dizzyness,404640003,Dizziness,dizzyness,100,404640003,Dizziness,dizzyness,1.0
LIPITOR.312.ann,weakness,13791008,Asthenia,weakness,100,13791008,Asthenia,weakness,1.0
LIPITOR.312.ann,aches,22253000,Pain,aches,100,22253000,Pain,aches,1.0
LIPITOR.312.ann,pains,22253000,Pain,pains,100,22253000,Pain,pains,1.0
LIPITOR.312.ann,loss of coherent thought,247640008,Unable to think clearly,loss of coherent thought,100,247640008,Unable to think clearly,loss of coherent thought,1.0
LIPITOR.312.ann,memory loss,48167000,Amnesia,memory loss,100,48167000,Amnesia,memory loss,1.0
LIPITOR.312.ann,varying blood pressure,48167000,Amnesia,memory loss,42,404640003,Dizziness,dizzyness,0.3041
LIPITOR.312.ann,syptoms similar to TIA,247640008,Unable to think clearly,loss of coherent thought,35,22253000,Pain,pains,0.3835
LIPITOR.474.ann,Parkinsons,49049000,Parkinson's disease,Parkinsons,100,49049000,Parkinson's disease,Parkinsons,1.0
LIPITOR.474.ann,weakness,13791008,Asthenia,weakness,100,13791008,Asthenia,weakness,1.0
LIPITOR.474.ann,tremors,26079004,Tremor,tremors,100,26079004,Tremor,tremors,1.0
LIPITOR.460.ann,Leg calf cramps,250084002,Cramp in calf,Leg calf cramps,100,250084002,Cramp in calf,Leg calf cramps,1.0
LIPITOR.460.ann,eyes spaced out feeling,10601006,Pain in lower limb,legs are killing me,48,77692006,Hypersomnia,No amount of sleep makes me feel rested,0.3855
LIPITOR.460.ann,eyes feeling of pressure,10601006,Pain in lower limb,legs are killing me,47,419723007,Mentally dull,mind was starting to deteriorate,0.2673
LIPITOR.460.ann,depression,35489007,Depression,depression,100,35489007,Depression,depression,1.0
LIPITOR.460.ann,wild mood swings,18963009,Mood swings,wild mood swings,100,18963009,Mood swings,wild mood swings,1.0
LIPITOR.460.ann,feeling of impending doom,10601006,Pain in lower limb,legs are killing me,45,35489007,Depression,depression,0.3671
LIPITOR.460.ann,sinus congestion,82297005,Congestion of nasal sinus,sinus congestion,100,82297005,Congestion of nasal sinus,sinus congestion,1.0
LIPITOR.460.ann,extreme fatigue,13791008,Asthenia,extreme fatigue,100,13791008,Asthenia,extreme fatigue,1.0
LIPITOR.460.ann,lack of motivation,277521002,Loss of motivation,lack of motivation,100,277521002,Loss of motivation,lack of motivation,1.0
LIPITOR.460.ann,diffuculty thinking,247640008,Unable to think clearly,diffuculty thinking,100,247640008,Unable to think clearly,diffuculty thinking,1.0
LIPITOR.460.ann,memory loss,48167000,Amnesia,memory loss,100,48167000,Amnesia,memory loss,1.0
LIPITOR.460.ann,dosent want to get out of bed,301676004,Unable to get off a bed,dosent want to get out of bed,100,301676004,Unable to get off a bed,dosent want to get out of bed,1.0
LIPITOR.460.ann,No amount of sleep makes me feel rested,77692006,Hypersomnia,No amount of sleep makes me feel rested,100,77692006,Hypersomnia,No amount of sleep makes me feel rested,1.0
LIPITOR.460.ann,legs are killing me,10601006,Pain in lower limb,legs are killing me,100,10601006,Pain in lower limb,legs are killing me,1.0
LIPITOR.460.ann,mind was starting to deteriorate,419723007,Mentally dull,mind was starting to deteriorate,100,419723007,Mentally dull,mind was starting to deteriorate,1.0
LIPITOR.460.ann,couldnt remember anything,386807006,Memory impairment,couldnt remember anything,100,386807006,Memory impairment,couldnt remember anything,1.0
LIPITOR.306.ann,difficult for me to get out of bed,301676004,Unable to get off a bed,difficult for me to get out of bed,100,301676004,Unable to get off a bed,difficult for me to get out of bed,1.0
LIPITOR.306.ann,stiffnes and pain in my right hip,55145008,Stabbing pain,stiffnes and pain in my right hip,100,55145008,Stabbing pain,stiffnes and pain in my right hip,1.0
LIPITOR.306.ann,difficult for me to walk,228158008,Walking disability,difficult for me to walk,100,228158008,Walking disability,difficult for me to walk,1.0
LIPITOR.306.ann,very tired,224960004,Tired,very tired,100,224960004,Tired,very tired,1.0
LIPITOR.306.ann,legs are restless,32914008,Restless legs,legs are restless,100,32914008,Restless legs,legs are restless,1.0
ARTHROTEC.60.ann,stomach pain,271681002,Stomach ache,stomach pain,100,271681002,Stomach ache,stomach pain,1.0
ARTHROTEC.60.ann,bled heavily,131148009,Bleeding,bled heavily,100,131148009,Bleeding,bled heavily,1.0
ARTHROTEC.60.ann,Bleeding,131148009,Bleeding,Bleeding,100,131148009,Bleeding,Bleeding,1.0
ARTHROTEC.60.ann,rash on my wrist,271807003,Rash,rash on my wrist,100,271807003,Rash,rash on my wrist,1.0
ARTHROTEC.60.ann,clotting,131148009,Bleeding,Bleeding,50,131148009,Bleeding,Bleeding,0.632
LIPITOR.448.ann,very tired,224960004,Tired,very tired,100,224960004,Tired,very tired,1.0
LIPITOR.448.ann,sex drive became non-existant,248096004,Lack of libido,sex drive became non-existant,100,248096004,Lack of libido,sex drive became non-existant,1.0
LIPITOR.448.ann,aches,22253000,Pain,aches,100,22253000,Pain,aches,1.0
LIPITOR.448.ann,tiredness,267031002,Tiredness symptom,tiredness,100,267031002,Tiredness symptom,tiredness,1.0
ARTHROTEC.74.ann,Gasto discomfort,162076009,Excessive upper gastrointestinal gas,Gasto discomfort,100,162076009,Excessive upper gastrointestinal gas,Gasto discomfort,1.0
LIPITOR.266.ann,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
LIPITOR.266.ann,neuropathy,386033004,Neuropathy,neuropathy,100,386033004,Neuropathy,neuropathy,1.0
LIPITOR.266.ann,back pain,161891005,Backache,back pain,100,161891005,Backache,back pain,1.0
LIPITOR.266.ann,weight loss,89362005,Weight loss,weight loss,100,89362005,Weight loss,weight loss,1.0
LIPITOR.266.ann,taste perversion,271801002,Taste sense altered,taste perversion,100,271801002,Taste sense altered,taste perversion,1.0
LIPITOR.266.ann,paranoia,48500005,Delusional disorder,paranoia,100,48500005,Delusional disorder,paranoia,1.0
LIPITOR.266.ann,change in personality,102943000,Personality change,change in personality,100,102943000,Personality change,change in personality,1.0
LIPITOR.266.ann,suicidal depression,35489007,Depression,suicidal depression,100,35489007,Depression,suicidal depression,1.0
LIPITOR.500.ann,Leg cramps,449917004,Cramp in lower limb,Leg cramps,100,449917004,Cramp in lower limb,Leg cramps,1.0
LIPITOR.500.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.500.ann,Peripheral Neuropathy,302226006,Peripheral neuropathy,Peripheral Neuropathy,100,302226006,Peripheral neuropathy,Peripheral Neuropathy,1.0
LIPITOR.500.ann,"lost most of my feeling in feet, legs and hands",429783005,Paraesthesia of lower extremity,"lost most of my feeling in feet, legs and hands",100,429783005,Paraesthesia of lower extremity,"lost most of my feeling in feet, legs and hands",1.0
LIPITOR.500.ann,Tingeling in fingers,309086004,Paraesthesia of hand,Tingeling in fingers,100,309086004,Paraesthesia of hand,Tingeling in fingers,1.0
LIPITOR.500.ann,feet is painful,47933007,Foot pain,feet is painful,100,47933007,Foot pain,feet is painful,1.0
LIPITOR.500.ann,Difficult to keep balance,387603000,Impairment of balance,Difficult to keep balance,100,387603000,Impairment of balance,Difficult to keep balance,1.0
LIPITOR.500.ann,Difficult to walk,228158008,Walking disability,Difficult to walk,100,228158008,Walking disability,Difficult to walk,1.0
LIPITOR.500.ann,Difficult to sleep,301345002,Difficulty sleeping,Difficult to sleep,100,301345002,Difficulty sleeping,Difficult to sleep,1.0
LIPITOR.500.ann,burning,90673000,Burning sensation,burning,100,90673000,Burning sensation,burning,1.0
LIPITOR.500.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.500.ann,leg cramps,449917004,Cramp in lower limb,Leg cramps,100,449917004,Cramp in lower limb,Leg cramps,1.0
LIPITOR.500.ann,difficulty picking my feet up,228158008,Walking disability,difficulty picking my feet up,100,228158008,Walking disability,difficulty picking my feet up,1.0
LIPITOR.500.ann,itching,418290006,Itching,itching,100,418290006,Itching,itching,1.0
LIPITOR.500.ann,tingling,62507009,Pins and needles,tingling,100,62507009,Pins and needles,tingling,1.0
LIPITOR.514.ann,ocular migranes,95655001,Ophthalmic migraine,ocular migranes,100,95655001,Ophthalmic migraine,ocular migranes,1.0
LIPITOR.514.ann,migranes during sexual intercourse,37796009,Migraine,migranes during sexual intercourse,100,37796009,Migraine,migranes during sexual intercourse,1.0
LIPITOR.514.ann,migranes,37796009,Migraine,migranes,100,37796009,Migraine,migranes,1.0
LIPITOR.514.ann,Migranes,37796009,Migraine,migranes,100,37796009,Migraine,migranes,1.0
LIPITOR.272.ann,Cognitive disfunction,386806002,Impaired cognition,Cognitive disfunction,100,386806002,Impaired cognition,Cognitive disfunction,1.0
LIPITOR.272.ann,neuropathy,386033004,Neuropathy,neuropathy,100,386033004,Neuropathy,neuropathy,1.0
LIPITOR.272.ann,tinnitis,60862001,Tinnitus,tinnitis,100,60862001,Tinnitus,tinnitis,1.0
LIPITOR.272.ann,difficulty with speech,29164008,Speech impairment,difficulty with speech,100,29164008,Speech impairment,difficulty with speech,1.0
LIPITOR.272.ann,extreme fatigue,13791008,Asthenia,extreme fatigue,100,13791008,Asthenia,extreme fatigue,1.0
LIPITOR.272.ann,neck pain,81680005,Neck pain,neck pain,100,81680005,Neck pain,neck pain,1.0
LIPITOR.272.ann,muscle weakness,26544005,Muscle weakness,muscle weakness,100,26544005,Muscle weakness,muscle weakness,1.0
LIPITOR.272.ann,difficulty walking,228158008,Walking disability,difficulty walking,100,228158008,Walking disability,difficulty walking,1.0
VOLTAREN.41.ann,cramps,55300003,Muscle cramp,cramps,100,55300003,Muscle cramp,cramps,1.0
VOLTAREN.41.ann,diarreah,62315008,Diarrhoea,diarreah,100,62315008,Diarrhoea,diarreah,1.0
ARTHROTEC.115.ann,Stomach cramps,51197009,Stomach cramps,Stomach cramps,100,51197009,Stomach cramps,Stomach cramps,1.0
ARTHROTEC.115.ann,gassy,162076009,Excessive upper gastrointestinal gas,gassy,100,162076009,Excessive upper gastrointestinal gas,gassy,1.0
ARTHROTEC.101.ann,shortness of breath,267036007,Dyspnoea,shortness of breath,100,267036007,Dyspnoea,shortness of breath,1.0
ARTHROTEC.101.ann,depression,35489007,Depression,depression,100,35489007,Depression,depression,1.0
ARTHROTEC.101.ann,cramping,55300003,Muscle cramp,cramping,100,55300003,Muscle cramp,cramping,1.0
ARTHROTEC.101.ann,upset stomache,162059005,Upset stomach,upset stomache,100,162059005,Upset stomach,upset stomache,1.0
LIPITOR.702.ann,mild flatuelence,267052005,Flatulence/wind,mild flatuelence,100,267052005,Flatulence/wind,mild flatuelence,1.0
LIPITOR.32.ann,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.32.ann,weakness in both arms,309774006,Weakness of limb,weakness in both arms,100,309774006,Weakness of limb,weakness in both arms,1.0
LIPITOR.32.ann,ache,22253000,Pain,ache,100,22253000,Pain,ache,1.0
LIPITOR.26.ann,Extreme fatigue,13791008,Asthenia,Extreme fatigue,100,13791008,Asthenia,Extreme fatigue,1.0
LIPITOR.26.ann,general weak feeling overall,162076009,Excessive upper gastrointestinal gas,general weak feeling overall,100,162076009,Excessive upper gastrointestinal gas,general weak feeling overall,1.0
LIPITOR.26.ann,my sense of well being has taken a sudden decline,37567005,Acenaesthesia,my sense of well being has taken a sudden decline,100,37567005,Acenaesthesia,my sense of well being has taken a sudden decline,1.0
LIPITOR.716.ann,storke,3877011000036101,Lipitor,Lipitor,46,3877011000036101,Lipitor,Lipitor,0.1612
LIPITOR.925.ann,Loss of memory,48167000,Amnesia,Loss of memory,100,48167000,Amnesia,Loss of memory,1.0
LIPITOR.925.ann,aphasia,87486003,Aphasia,aphasia,100,87486003,Aphasia,aphasia,1.0
LIPITOR.925.ann,tremor,26079004,Tremor,tremor,100,26079004,Tremor,tremor,1.0
LIPITOR.925.ann,violent anger,192085004,Anger reaction,violent anger,100,192085004,Anger reaction,violent anger,1.0
LIPITOR.925.ann,tearfulness,271951008,Crying associated with mood,tearfulness,100,271951008,Crying associated with mood,tearfulness,1.0
LIPITOR.925.ann,insomnia,193462001,Insomnia,insomnia,100,193462001,Insomnia,insomnia,1.0
LIPITOR.925.ann,muscle weakness,26544005,Muscle weakness,muscle weakness,100,26544005,Muscle weakness,muscle weakness,1.0
LIPITOR.925.ann,easy bruising,424131007,Easy bruising,easy bruising,100,424131007,Easy bruising,easy bruising,1.0
LIPITOR.925.ann,nosebleeds,12441001,Epistaxis,nosebleeds,100,12441001,Epistaxis,nosebleeds,1.0
LIPITOR.925.ann,Bleeding problems,131148009,Bleeding,Bleeding problems,100,131148009,Bleeding,Bleeding problems,1.0
LIPITOR.925.ann,bruising problems,125667009,Contusion,bruising problems,100,125667009,Contusion,bruising problems,1.0
LIPITOR.925.ann,Insomnia,193462001,Insomnia,insomnia,100,193462001,Insomnia,insomnia,1.0
LIPITOR.925.ann,Mood problems,46206005,Mood disorder,Mood problems,100,46206005,Mood disorder,Mood problems,1.0
LIPITOR.925.ann,language problems,161156004,Language difficulty,language problems,100,161156004,Language difficulty,language problems,1.0
LIPITOR.925.ann,memory problems,386807006,Memory impairment,memory problems,100,386807006,Memory impairment,memory problems,1.0
LIPITOR.925.ann,Tremor,26079004,Tremor,tremor,100,26079004,Tremor,tremor,1.0
LIPITOR.925.ann,tremor,26079004,Tremor,tremor,100,26079004,Tremor,tremor,1.0
LIPITOR.931.ann,muscle cramps,55300003,Muscle cramp,muscle cramps,100,55300003,Muscle cramp,muscle cramps,1.0
LIPITOR.931.ann,depression,35489007,Depression,depression,100,35489007,Depression,depression,1.0
LIPITOR.931.ann,irritable,55929007,Feeling irritable,irritable,100,55929007,Feeling irritable,irritable,1.0
LIPITOR.931.ann,tired,224960004,Tired,tired,100,224960004,Tired,tired,1.0
LIPITOR.927.ann,Kidney failure,42399005,Renal failure,Kidney failure,100,42399005,Renal failure,Kidney failure,1.0
LIPITOR.927.ann,difficulty swallowing,288939007,Difficulty swallowing,difficulty swallowing,100,288939007,Difficulty swallowing,difficulty swallowing,1.0
LIPITOR.927.ann,persistent pain in knee,30989003,Knee pain,persistent pain in knee,100,30989003,Knee pain,persistent pain in knee,1.0
LIPITOR.927.ann,persistent pain in calf,300954003,Pain in calf,persistent pain in calf,100,300954003,Pain in calf,persistent pain in calf,1.0
LIPITOR.927.ann,short term memory loss,247592009,Poor short-term memory,short term memory loss,100,247592009,Poor short-term memory,short term memory loss,1.0
LIPITOR.927.ann,peripheral neuropathy,302226006,Peripheral neuropathy,peripheral neuropathy,100,302226006,Peripheral neuropathy,peripheral neuropathy,1.0
LIPITOR.927.ann,constipation,14760008,Constipation,constipation,100,14760008,Constipation,constipation,1.0
LIPITOR.927.ann,sleep disturbance,44186003,Dyssomnia,sleep disturbance,100,44186003,Dyssomnia,sleep disturbance,1.0
LIPITOR.927.ann,mood change,18963009,Mood swings,mood change,100,18963009,Mood swings,mood change,1.0
LIPITOR.927.ann,rage,61372001,Aggression,rage,100,61372001,Aggression,rage,1.0
LIPITOR.927.ann,kidney failure,42399005,Renal failure,Kidney failure,100,42399005,Renal failure,Kidney failure,1.0
LIPITOR.927.ann,leg pain,10601006,Pain in lower limb,leg pain,100,10601006,Pain in lower limb,leg pain,1.0
LIPITOR.927.ann,kidney failure,42399005,Renal failure,Kidney failure,100,42399005,Renal failure,Kidney failure,1.0
LIPITOR.927.ann,Leg pain,10601006,Pain in lower limb,leg pain,100,10601006,Pain in lower limb,leg pain,1.0
LIPITOR.927.ann,kidney failure,42399005,Renal failure,Kidney failure,100,42399005,Renal failure,Kidney failure,1.0
LIPITOR.933.ann,extreme depression,310497006,Severe depression,extreme depression,100,310497006,Severe depression,extreme depression,1.0
LIPITOR.933.ann,suicidal thoughts,6471006,Suicidal thoughts,suicidal thoughts,100,6471006,Suicidal thoughts,suicidal thoughts,1.0
LIPITOR.728.ann,stabbing pain above a knee,55145008,Stabbing pain,stabbing pain above a knee,100,55145008,Stabbing pain,stabbing pain above a knee,1.0
LIPITOR.728.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.728.ann,stabbing pain in my spine,55145008,Stabbing pain,stabbing pain in my spine,100,55145008,Stabbing pain,stabbing pain in my spine,1.0
LIPITOR.728.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.728.ann,odd sensation in the center back of my calves,300954003,Pain in calf,pain in my calves,52,300954003,Pain in calf,pain in my calves,0.7953
LIPITOR.728.ann,put weight on suddenly for no reason,8943002,Weight gain,put weight on suddenly for no reason,100,8943002,Weight gain,put weight on suddenly for no reason,1.0
LIPITOR.728.ann,ringing in my left ear increased,162352007,Ringing in ear,ringing in my left ear increased,100,162352007,Ringing in ear,ringing in my left ear increased,1.0
LIPITOR.728.ann,calf sensation turned painful,300954003,Pain in calf,calf sensation turned painful,100,300954003,Pain in calf,calf sensation turned painful,1.0
LIPITOR.728.ann,pain in my calves,300954003,Pain in calf,pain in my calves,100,300954003,Pain in calf,pain in my calves,1.0
LIPITOR.18.ann,Severe pain shoulder,76948002,Severe pain,Severe pain shoulder,100,76948002,Severe pain,Severe pain shoulder,1.0
LIPITOR.18.ann,Severe upper body pain,102480002,Generalised acute body pains,Severe upper body pain,100,102480002,Generalised acute body pains,Severe upper body pain,1.0
LIPITOR.18.ann,tendonitis,21545007,Tenalgia,tendonitis,100,21545007,Tenalgia,tendonitis,1.0
LIPITOR.18.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.18.ann,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.18.ann,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
LIPITOR.18.ann,weakness,13791008,Asthenia,weakness,100,13791008,Asthenia,weakness,1.0
LIPITOR.18.ann,Fatigued,84229001,Fatigue,Fatigued,100,84229001,Fatigue,Fatigued,1.0
LIPITOR.18.ann,worse pain,22253000,Pain,worse pain,100,22253000,Pain,worse pain,1.0
LIPITOR.30.ann,MUSCLE PAIN IN LEFT ARM,288228002,Myalgia/myositis - forearm,MUSCLE PAIN IN LEFT ARM,100,288228002,Myalgia/myositis - forearm,MUSCLE PAIN IN LEFT ARM,1.0
LIPITOR.30.ann,WEAK FEELING,13791008,Asthenia,WEAK FEELING,100,13791008,Asthenia,WEAK FEELING,1.0
LIPITOR.30.ann,GENERAL MALAISE,367391008,Malaise,GENERAL MALAISE,100,367391008,Malaise,GENERAL MALAISE,1.0
LIPITOR.700.ann,Severe Neck Cramps,95418008,Muscle spasms of head AND/OR neck,Severe Neck Cramps,100,95418008,Muscle spasms of head AND/OR neck,Severe Neck Cramps,1.0
LIPITOR.700.ann,Ackey leg cramps,449918009,Cramp in lower leg,Ackey leg cramps,100,449918009,Cramp in lower leg,Ackey leg cramps,1.0
LIPITOR.700.ann,Headaches,25064002,Headache,Headaches,100,25064002,Headache,Headaches,1.0
LIPITOR.700.ann,Tiredness,267031002,Tiredness symptom,Tiredness,100,267031002,Tiredness symptom,Tiredness,1.0
LIPITOR.700.ann,crabby,55929007,Feeling irritable,crabby,100,55929007,Feeling irritable,crabby,1.0
LIPITOR.700.ann,aches,22253000,Pain,aches,100,22253000,Pain,aches,1.0
LIPITOR.24.ann,severe muscle pain in hips,76948002,Severe pain,severe muscle pain in hips,100,76948002,Severe pain,severe muscle pain in hips,1.0
LIPITOR.24.ann,severe muscle pain in ankles,76948002,Severe pain,severe muscle pain in ankles,100,76948002,Severe pain,severe muscle pain in ankles,1.0
LIPITOR.24.ann,severe muscle pain in legs,76948002,Severe pain,severe muscle pain in legs,100,76948002,Severe pain,severe muscle pain in legs,1.0
